fecha,ccaa,Hosp_Totales,Hosp_7días,UCI_Totales,UCI_7dias,Hosp_actual,%CamasCovid,UCI_actual,%CamasUCI,Ingresos_24horas,Altas_24horas
2020-11-12,Madrid,50.652,330,3.630,17,2.621 ,"15,35% ",443 ,"34,77% ",238,316
2020-11-12,Melilla,261,18,34,6,47 ,"26,26% ",7 ,"50,00% ",5,4
2020-11-12,Murcia,4047,359,544,48,618 ,"14,74% ",104 ,"22,13% ",88,77
2020-11-12,Navarra,4.099,133,330,22,327 ,"15,16% ",65 ,"43,05% ",23,41
2020-11-12,País Vasco,8.067,14,579,12,818 ,"17,83% ",112 ,"30,11% ",116,156
2020-11-12,La Rioja,1.987,102,189,9,182 ,"21,16% ",34 ,"56,67% ",10,15
2020-11-13,Andalucía,16.411,903,1.465,49,3.361 ,"19,77% ",521 ,"30,86% ",379,400
2020-11-13,Aragón,7.721,354,690,27,947 ,"22,90% ",116 ,"48,74% ",90,122
2020-11-13,Asturias,3.167,499,263,30,974 ,"28,39% ",138 ,"46,46% ",112,76
2020-11-13,Baleares,2.292,63,335,15,286 ,"8,51% ",56 ,"19,38% ",15,21
2020-11-13,Canarias,2402,87,462,11,252 ,"4,69% ",52 ,"11,74% ",21,7
2020-11-13,Cantabria,884,64,86,2,202 ,"12,58% ",35 ,"28,69% ",23,15
2020-11-13,Castilla La Mancha,12.530,126,741,12,899 ,"18,38% ",130 ,"34,67% ",102,97
2020-11-13,Castilla y León,14.959,754,1083,39,1.788 ,"25,16% ",224 ,"41,95% ",181,186
2020-11-13,Cataluña,25.750,261,2.138,17,4.258 ,"16,00% ",637 ,"44,70% ",359,471
2020-11-13,Ceuta,145,26,20,2,45 ,"23,44% ",7 ,"41,18% ",3,3
2020-11-13,C. Valenciana,11.269,498,1237,45,1.727 ,"15,02% ",282 ,"26,43% ",217,201
2020-11-13,Extremadura,2.866,157,248,19,371 ,"11,58% ",68 ,"26,98% ",32,41
2020-11-13,Galicia,5.650,337,634,50,594 ,"7,17% ",108 ,"14,92% ",81,78
2020-11-13,Madrid,50.766,335,3.639,18,2.603 ,"15,30% ",434 ,"34,15% ",244,260
2020-11-13,Melilla,265,17,34,5,43 ,"24,02% ",7 ,"50,00% ",2,6
2020-11-13,Murcia,4125,362,552,51,611 ,"14,57% ",94 ,"20,00% ",92,90
2020-11-13,Navarra,4.120,124,332,20,331 ,"15,37% ",61 ,"40,13% ",43,44
2020-11-13,País Vasco,8.153,59,585,13,830 ,"18,00% ",121 ,"29,88% ",106,105
2020-11-13,La Rioja,2.002,95,190,8,174 ,"20,23% ",34 ,"56,67% ",15,18
2020-11-16,Andalucía,16.877,725,1.499,41,3.381 ,"19,90% ",523 ,"31,91% ",276,149
2020-11-16,Aragón,7.862,336,696,23,920 ,"22,25% ",116 ,"48,74% ",60,30
2020-11-16,Asturias,3.380,468,274,26,1.039 ,"30,21% ",146 ,"48,50% ",85,43
2020-11-16,Baleares,2.327,53,337,12,284 ,"8,44% ",58 ,"20,07% ",12,20
2020-11-16,Canarias,2429,58,467,14,248 ,"4,46% ",51 ,"11,51% ",16,7
2020-11-16,Cantabria,906,60,87,1,209 ,"13,01% ",32 ,"26,23% ",17,7
2020-11-16,Castilla La Mancha,12.616,101,751,10,898 ,"18,24% ",130 ,"34,30% ",63,24
2020-11-16,Castilla y León,15.208,581,1102,32,1.836 ,"26,05% ",240 ,"44,78% ",159,63
2020-11-16,Cataluña,25.985,253,2.153,13,4.245 ,"16,64% ",633 ,"44,64% ",272,187
2020-11-16,Ceuta,155,30,19,1,39 ,"19,02% ",7 ,"41,18% ",1,1
2020-11-16,C. Valenciana,11.467,416,1261,43,1.803 ,"15,78% ",299 ,"29,52% ",163,62
2020-11-16,Extremadura,2.917,133,246,10,347 ,"10,83% ",67 ,"26,59% ",23,12
2020-11-16,Galicia,5.783,327,661,56,567 ,"7,59% ",106 ,"16,08% ",60,10
2020-11-16,Madrid,51.016,197,3.655,21,2.593 ,"15,38% ",414 ,"33,44% ",150,68
2020-11-16,Melilla,271,12,38,4,41 ,"22,91% ",10 ,"71,43% ",1,3
2020-11-16,Murcia,4218,280,560,29,603 ,"14,37% ",100 ,"21,19% ",62,36
2020-11-16,Navarra,4.174,123,336,15,328 ,"15,63% ",58 ,"38,16% ",17,17
2020-11-16,País Vasco,8.222,32,587,7,875 ,"19,15% ",130 ,"34,12% ",71,45
2020-11-16,La Rioja,2.044,88,192,5,196 ,"22,79% ",36 ,"60,00% ",12,6
2020-11-17,Andalucía,17.147,723,1.525,44,3.352 ,"19,60% ",530 ,"32,06% ",342,399
2020-11-17,Aragón,7.894,323,702,24,884 ,"21,36% ",117 ,"49,58% ",96,127
2020-11-17,Asturias,3.473,480,278,23,1.037 ,"30,16% ",143 ,"47,51% ",118,120
2020-11-17,Baleares,2.345,48,340,10,313 ,"9,32% ",54 ,"18,69% ",49,20
2020-11-17,Canarias,2452,70,469,14,245 ,"4,56% ",49 ,"11,06% ",22,12
2020-11-17,Cantabria,921,61,88,2,201 ,"12,52% ",31 ,"25,41% ",30,33
2020-11-17,Castilla La Mancha,12.672,127,756,12,871 ,"17,62% ",125 ,"32,98% ",77,102
2020-11-17,Castilla y León,15.347,587,1110,31,1.816 ,"25,38% ",236 ,"42,68% ",200,199
2020-11-17,Cataluña,26.155,305,2.164,21,4.097 ,"16,01% ",619 ,"43,38% ",335,475
2020-11-17,Ceuta,155,22,19,1,36 ,"17,73% ",7 ,"41,18% ",0,5
2020-11-17,C. Valenciana,11.601,406,1274,45,1.787 ,"15,65% ",312 ,"30,80% ",231,254
2020-11-17,Extremadura,2.953,131,249,9,333 ,"10,39% ",63 ,"25,00% ",27,39
2020-11-17,Galicia,5.835,315,667,51,574 ,"7,69% ",101 ,"15,33% ",52,56
2020-11-17,Madrid,51.167,224,3.661,18,2.457 ,"14,45% ",407 ,"32,53% ",201,294
2020-11-17,Melilla,275,12,38,3,40 ,"22,35% ",9 ,"64,29% ",5,6
2020-11-17,Murcia,4317,310,576,37,596 ,"14,20% ",104 ,"22,03% ",91,81
2020-11-17,Navarra,4.200,130,339,16,327 ,"15,56% ",57 ,"37,50% ",27,29
2020-11-17,País Vasco,8.258,1,592,5,850 ,"17,91% ",126 ,"32,81% ",105,150
2020-11-17,La Rioja,2.059,82,193,4,191 ,"22,21% ",37 ,"61,67% ",14,19
2020-11-18,Andalucía,17.449,765,1.548,45,3.176 ,"18,51% ",528 ,"31,96% ",323,413
2020-11-18,Aragón,7.933,298,706,18,846 ,"20,42% ",115 ,"48,73% ",79,117
2020-11-18,Asturias,3.573,489,283,24,1.027 ,"29,87% ",146 ,"48,50% ",119,115
2020-11-18,Baleares,2.356,44,342,9,301 ,"8,96% ",50 ,"17,30% ",26,39
2020-11-18,Canarias,2455,63,468,13,242 ,"4,51% ",51 ,"11,51% ",14,12
2020-11-18,Cantabria,944,59,93,2,207 ,"12,93% ",35 ,"29,91% ",34,16
2020-11-18,Castilla La Mancha,12.728,132,766,15,829 ,"16,78% ",126 ,"33,42% ",76,103
2020-11-18,Castilla y León,15.516,570,1121,31,1.745 ,"24,30% ",243 ,"43,01% ",162,202
2020-11-18,Cataluña,26.260,280,2.168,19,3.968 ,"15,48% ",607 ,"42,33% ",313,474
2020-11-18,Ceuta,156,16,19,1,34 ,"16,75% ",7 ,"41,18% ",2,4
2020-11-18,C. Valenciana,11.769,393,1285,41,1.780 ,"15,59% ",304 ,"30,10% ",211,186
2020-11-18,Extremadura,2.979,125,250,5,341 ,"10,72% ",66 ,"26,40% ",26,29
2020-11-18,Galicia,5.897,307,677,53,564 ,"6,84% ",106 ,"14,64% ",76,73
2020-11-18,Madrid,51.313,243,3.670,16,2.404 ,"14,08% ",397 ,"31,81% ",220,264
2020-11-18,Melilla,278,10,38,3,32 ,"17,88% ",10 ,"71,43% ",1,8
2020-11-18,Murcia,4386,308,590,42,562 ,"13,39% ",111 ,"23,52% ",72,88
2020-11-18,Navarra,4.222,135,340,12,312 ,"14,88% ",57 ,"37,50% ",32,42
2020-11-18,País Vasco,8.312,21,596,4,851 ,"18,48% ",125 ,"33,07% ",136,141
2020-11-18,La Rioja,2.068,72,193,4,182 ,"21,16% ",36 ,"60,00% ",12,21
2020-11-19,Andalucía,17.721,768,1.565,44,3.122 ,"18,13% ",577 ,"32,43% ",315,405
2020-11-19,Aragón,7.978,278,715,20,778 ,"18,87% ",122 ,"52,36% ",71,131
2020-11-19,Asturias,3.654,499,285,22,1.018 ,"29,59% ",150 ,"49,83% ",109,104
2020-11-19,Baleares,2.368,44,343,6,300 ,"8,93% ",48 ,"16,61% ",20,26
2020-11-19,Canarias,2469,62,471,13,230 ,"4,29% ",46 ,"10,38% ",11,17
2020-11-19,Cantabria,953,55,93,1,201 ,"12,52% ",33 ,"27,05% ",30,33
2020-11-19,Castilla La Mancha,12.783,131,768,13,761 ,"15,41% ",122 ,"32,28% ",61,127
2020-11-19,Castilla y León,15.612,530,1120,30,1.707 ,"23,98% ",241 ,"42,73% ",169,200
2020-11-19,Cataluña,26.336,239,2.171,15,3.960 ,"15,44% ",578 ,"40,39% ",290,418
2020-11-19,Ceuta,162,17,20,2,34 ,"16,75% ",8 ,"47,06% ",5,4
2020-11-19,C. Valenciana,11.950,414,1293,37,1.812 ,"15,87% ",306 ,"30,39% ",199,178
2020-11-19,Extremadura,2.994,110,250,4,321 ,"10,02% ",65 ,"25,79% ",20,27
2020-11-19,Galicia,5.939,302,683,52,552 ,"6,71% ",102 ,"14,09% ",57,47
2020-11-19,Madrid,51.434,242,3.676,12,2.295 ,"13,44% ",393 ,"31,36% ",188,261
2020-11-19,Melilla,281,9,39,4,32 ,"17,88% ",10 ,"71,43% ",1,8
2020-11-19,Murcia,4425,275,599,42,538 ,"12,82% ",111 ,"23,52% ",57,79
2020-11-19,Navarra,4.236,135,342,12,289 ,"13,76% ",55 ,"36,18% ",16,39
2020-11-19,País Vasco,8.412,61,603,7,844 ,"18,42% ",123 ,"32,45% ",97,114
2020-11-19,La Rioja,2.075,72,193,4,167 ,"19,42% ",35 ,"58,33% ",11,28
2020-11-20,Andalucía,18.033,797,1.588,49,2.997 ,"17,40% ",567 ,"31,29% ",274,350
2020-11-20,Aragón,8.034,277,720,22,738 ,"17,83% ",118 ,"50,64% ",57,92
2020-11-20,Asturias,3.732,506,289,22,983 ,"28,56% ",143 ,"47,51% ",95,125
2020-11-20,Baleares,2.391,54,344,6,294 ,"8,76% ",49 ,"16,96% ",16,26
2020-11-20,Canarias,2476,56,472,10,219 ,"4,08% ",46 ,"10,38% ",13,19
2020-11-20,Cantabria,958,53,93,1,190 ,"11,83% ",37 ,"30,33% ",22,19
2020-11-20,Castilla La Mancha,12.834,116,776,15,766 ,"15,52% ",118 ,"31,22% ",91,94
2020-11-20,Castilla y León,15.730,531,1126,27,1.539 ,"21,58% ",248 ,"44,05% ",153,186
2020-11-20,Cataluña,26.440,215,2.179,13,3.689 ,"14,60% ",538 ,"39,36% ",274,405
2020-11-20,Ceuta,163,16,20,1,34 ,"16,92% ",7 ,"41,18% ",2,3
2020-11-20,C. Valenciana,12.115,434,1304,40,1.714 ,"15,00% ",320 ,"31,62% ",200,201
2020-11-20,Extremadura,3.020,112,251,4,327 ,"10,27% ",66 ,"26,19% ",20,25
2020-11-20,Galicia,5.985,287,687,44,534 ,"6,50% ",100 ,"13,81% ",58,66
2020-11-20,Madrid,51.548,236,3.678,11,2.152 ,"13,23% ",383 ,"30,76% ",192,250
2020-11-20,Melilla,283,9,39,4,28 ,"15,64% ",8 ,"57,14% ",4,6
2020-11-20,Murcia,4462,251,606,46,491 ,"11,70% ",105 ,"22,25% ",45,59
2020-11-20,Navarra,4.247,121,342,10,283 ,"13,46% ",50 ,"32,68% ",16,24
2020-11-20,País Vasco,8.438,54,610,6,830 ,"18,21% ",117 ,"30,15% ",102,129
2020-11-20,La Rioja,2.084,68,194,3,155 ,"18,02% ",34 ,"56,67% ",9,20
2020-11-23,Andalucía,18.509,731,1.617,43,2.835 ,"16,56% ",455 ,"27,10% ",205,168
2020-11-23,Aragón,8.111,225,727,20,709 ,"16,94% ",110 ,"46,81% ",45,24
2020-11-23,Asturias,3.924,481,300,19,1.005 ,"29,16% ",140 ,"46,51% ",71,36
2020-11-23,Baleares,2.413,49,347,4,297 ,"8,84% ",55 ,"19,03% ",9,3
2020-11-23,Canarias,2486,44,473,4,218 ,"4,06% ",41 ,"9,26% ",12,9
2020-11-23,Cantabria,974,48,93,1,189 ,"11,77% ",38 ,"31,15% ",10,7
2020-11-23,Castilla La Mancha,12.928,92,784,10,685 ,"13,81% ",113 ,"29,82% ",39,22
2020-11-23,Castilla y León,15.993,482,1154,33,1.604 ,"22,83% ",241 ,"44,30% ",101,64
2020-11-23,Cataluña,26.678,182,2.194,8,3.589 ,"14,14% ",545 ,"38,19% ",170,175
2020-11-23,Ceuta,164,8,20,1,30 ,"15,00% ",7 ,"41,18% ",1,1
2020-11-23,C. Valenciana,12.290,363,1323,25,1.674 ,"14,85% ",316 ,"31,70% ",165,90
2020-11-23,Extremadura,3.065,101,258,8,315 ,"9,89% ",72 ,"28,57% ",20,17
2020-11-23,Galicia,6.102,272,706,36,521 ,"6,32% ",105 ,"14,50% ",56,42
2020-11-23,Madrid,51.728,192,3.688,10,2.309 ,"13,68% ",388 ,"30,82% ",130,64
2020-11-23,Melilla,293,14,40,2,29 ,"16,20% ",6 ,"42,86% ",3,0
2020-11-23,Murcia,4521,172,616,33,479 ,"11,40% ",100 ,"21,19% ",49,33
2020-11-23,Navarra,4.261,77,342,4,244 ,"11,64% ",41 ,"28,28% ",7,21
2020-11-23,País Vasco,8.538,23,618,6,819 ,"18,18% ",114 ,"29,31% ",48,34
2020-11-23,La Rioja,2.107,51,196,3,144 ,"16,74% ",35 ,"58,33% ",6,2
2020-11-24,Andalucía,18.772,738,1.641,43,2.758 ,"16,01% ",483 ,"28,60% ",242,347
2020-11-24,Aragón,8.133,189,730,16,687 ,"16,42% ",103 ,"43,83% ",62,79
2020-11-24,Asturias,3.989,451,307,22,979 ,"28,10% ",144 ,"42,99% ",91,98
2020-11-24,Baleares,2.423,38,350,5,285 ,"8,50% ",57 ,"19,72% ",15,29
2020-11-24,Canarias,2503,44,474,5,227 ,"4,23% ",40 ,"9,03% ",18,16
2020-11-24,Cantabria,975,37,93,1,169 ,"10,52% ",28 ,"22,95% ",15,26
2020-11-24,Castilla La Mancha,12.956,74,789,8,643 ,"12,97% ",106 ,"28,12% ",57,98
2020-11-24,Castilla y León,16.109,454,1171,38,1.528 ,"21,62% ",229 ,"41,04% ",128,178
2020-11-24,Cataluña,26.862,178,2.214,9,3.315 ,"13,08% ",523 ,"36,81% ",232,371
2020-11-24,Ceuta,171,16,22,3,29 ,"14,36% ",6 ,"35,29% ",1,2
2020-11-24,C. Valenciana,12.488,426,1344,37,1.559 ,"13,83% ",300 ,"30,03% ",169,238
2020-11-24,Extremadura,3.081,89,260,7,299 ,"9,39% ",68 ,"26,98% ",28,33
2020-11-24,Galicia,6.146,268,712,37,525 ,"6,35% ",100 ,"13,81% ",57,53
2020-11-24,Madrid,51.867,206,3.696,10,2.056 ,"12,10% ",379 ,"29,75% ",183,250
2020-11-24,Melilla,294,12,40,2,29 ,"16,20% ",6 ,"42,86% ",4,4
2020-11-24,Murcia,4590,182,621,29,459 ,"10,93% ",93 ,"19,70% ",39,68
2020-11-24,Navarra,4.273,68,347,7,219 ,"10,64% ",41 ,"28,87% ",17,40
2020-11-24,País Vasco,8.579,35,619,5,801 ,"17,54% ",115 ,"29,04% ",97,140
2020-11-24,La Rioja,2.135,46,196,2,134 ,"15,58% ",32 ,"53,33% ",6,22
2020-11-25,Andalucía,19.002,735,1.654,43,2.632 ,"15,26% ",484 ,"28,61% ",230,375
2020-11-25,Aragón,8.198,206,732,15,622 ,"14,95% ",98 ,"42,06% ",54,97
2020-11-25,Asturias,4.050,412,310,20,944 ,"27,12% ",145 ,"43,28% ",81,122
2020-11-25,Baleares,2.441,31,352,9,276 ,"8,23% ",57 ,"19,72% ",25,30
2020-11-25,Canarias,2527,57,477,8,237 ,"4,42% ",40 ,"9,03% ",23,12
2020-11-25,Cantabria,985,35,94,0,180 ,"11,21% ",32 ,"26,23% ",18,17
2020-11-25,Castilla La Mancha,13.022,88,796,8,642 ,"12,95% ",111 ,"29,44% ",69,75
2020-11-25,Castilla y León,16.225,439,1183,36,1.425 ,"20,27% ",226 ,"40,29% ",111,203
2020-11-25,Cataluña,27.072,198,2.232,12,3.153 ,"12,34% ",512 ,"36,34% ",260,415
2020-11-25,Ceuta,171,13,22,3,28 ,"14,00% ",5 ,"29,41% ",0,4
2020-11-25,C. Valenciana,12.616,411,1357,43,1.502 ,"13,25% ",317 ,"31,54% ",150,185
2020-11-25,Extremadura,3.106,89,261,6,284 ,"8,92% ",68 ,"26,98% ",22,25
2020-11-25,Galicia,6.177,249,720,39,494 ,"5,99% ",95 ,"13,12% ",55,56
2020-11-25,Madrid,51.991,217,3.705,11,1.976 ,"11,72% ",362 ,"28,84% ",203,244
2020-11-25,Melilla,297,14,41,2,25 ,"13,97% ",5 ,"35,71% ",2,7
2020-11-25,Murcia,4628,178,625,21,454 ,"10,81% ",90 ,"19,07% ",51,59
2020-11-25,Navarra,4.287,59,350,9,206 ,"10,00% ",39 ,"27,46% ",20,28
2020-11-25,País Vasco,8.645,58,625,8,784 ,"17,01% ",119 ,"30,43% ",87,115
2020-11-25,La Rioja,2.145,42,198,3,122 ,"14,19% ",33 ,"55,00% ",10,16
2020-11-26,Andalucía,19.200,691,1.674,42,2.472 ,"14,33% ",476 ,"28,13% ",209,323
2020-11-26,Aragón,8.224,189,734,14,583 ,"14,05% ",98 ,"42,06% ",55,87
2020-11-26,Asturias,4.132,395,313,20,878 ,"25,18% ",144 ,"42,23% ",73,151
2020-11-26,Baleares,2.463,44,356,12,268 ,"8,00% ",54 ,"18,69% ",23,29
2020-11-26,Canarias,2539,62,480,10,218 ,"4,06% ",41 ,"9,26% ",16,25
2020-11-26,Cantabria,998,37,96,1,187 ,"11,64% ",32 ,"26,23% ",22,15
2020-11-26,Castilla La Mancha,13.080,106,804,9,613 ,"12,36% ",116 ,"30,77% ",55,77
2020-11-26,Castilla y León,16.333,424,1192,38,1.363 ,"19,39% ",223 ,"39,75% ",115,162
2020-11-26,Cataluña,27.228,212,2.244,14,3.088 ,"12,12% ",503 ,"35,93% ",252,378
2020-11-26,Ceuta,171,9,22,2,27 ,"13,37% ",5 ,"29,41% ",2,4
2020-11-26,C. Valenciana,12.720,381,1366,46,1.468 ,"12,86% ",316 ,"31,10% ",145,182
2020-11-26,Extremadura,3.130,100,266,9,273 ,"8,57% ",71 ,"28,17% ",19,24
2020-11-26,Galicia,6.219,252,721,35,481 ,"5,85% ",96 ,"13,26% ",57,45
2020-11-26,Madrid,52.113,212,3.718,8,1.905 ,"11,27% ",350 ,"28,14% ",173,217
2020-11-26,Melilla,297,13,41,2,24 ,"13,41% ",7 ,"50,00% ",4,3
2020-11-26,Murcia,4654,168,627,17,423 ,"10,07% ",93 ,"19,70% ",51,80
2020-11-26,Navarra,4.296,57,351,9,201 ,"9,89% ",38 ,"26,76% ",17,21
2020-11-26,País Vasco,8.672,59,633,8,730 ,"15,86% ",117 ,"30,55% ",88,126
2020-11-26,La Rioja,2.155,42,198,3,114 ,"13,26% ",35 ,"33,02% ",12,20
2020-11-27,Andalucía,19.494,665,1.724,43,2.327 ,"13,49% ",466 ,"27,44% ",210,341
2020-11-27,Aragón,8.264,186,739,10,572 ,"13,75% ",98 ,"42,06% ",68,69
2020-11-27,Asturias,4.166,359,316,19,849 ,"24,35% ",136 ,"39,88% ",66,129
2020-11-27,Baleares,2.475,48,358,12,255 ,"7,58% ",53 ,"18,34% ",18,25
2020-11-27,Canarias,2549,64,483,12,219 ,"4,08% ",43 ,"9,71% ",15,20
2020-11-27,Cantabria,1.007,39,97,1,172 ,"10,71% ",28 ,"22,95% ",11,19
2020-11-27,Castilla La Mancha,13.111,88,807,11,600 ,"12,10% ",116 ,"30,69% ",62,63
2020-11-27,Castilla y León,16.396,383,1192,31,1.301 ,"18,50% ",219 ,"39,11% ",100,146
2020-11-27,Cataluña,27.330,210,2.254,11,2.889 ,"11,38% ",498 ,"35,75% ",213,349
2020-11-27,Ceuta,175,12,22,2,26 ,"12,87% ",4 ,"23,53% ",2,4
2020-11-27,C. Valenciana,12.823,370,1374,38,1.440 ,"12,61% ",307 ,"30,22% ",168,150
2020-11-27,Extremadura,3.148,95,272,13,249 ,"7,82% ",69 ,"27,38% ",27,30
2020-11-27,Galicia,6.253,241,728,38,459 ,"5,58% ",90 ,"12,43% ",42,55
2020-11-27,Madrid,52.185,218,3.722,9,1.958 ,"11,84% ",360 ,"29,17% ",182,180
2020-11-27,Melilla,299,13,43,3,21 ,"11,73% ",6 ,"42,86% ",1,4
2020-11-27,Murcia,4682,174,632,16,410 ,"9,76% ",93 ,"19,66% ",52,58
2020-11-27,Navarra,4.305,56,353,11,191 ,"9,47% ",40 ,"30,08% ",16,24
2020-11-27,País Vasco,8.685,37,643,8,762 ,"16,64% ",117 ,"30,39% ",96,105
2020-11-27,La Rioja,2.166,48,205,7,119 ,"13,84% ",34 ,"56,67% ",18,9
2020-11-30,Andalucía,20.107,531,1.752,33,2.158 ,"12,51% ",407 ,"24,05% ",152,113
2020-11-30,Aragón,8.351,176,748,11,581 ,"14,02% ",98 ,"42,06% ",46,37
2020-11-30,Asturias,4.303,304,322,13,856 ,"24,62% ",130 ,"38,12% ",51,24
2020-11-30,Baleares,2.497,46,362,10,257 ,"7,66% ",54 ,"18,69% ",22,8
2020-11-30,Canarias,2583,71,488,13,221 ,"4,12% ",43 ,"9,71% ",13,1
2020-11-30,Cantabria,1.021,40,97,1,176 ,"10,96% ",30 ,"24,59% ",14,6
2020-11-30,Castilla La Mancha,13.184,77,815,9,643 ,"13,02% ",113 ,"29,82% ",44,19
2020-11-30,Castilla y León,16.571,299,1207,24,1.275 ,"18,53% ",212 ,"40,15% ",83,28
2020-11-30,Cataluña,27.509,82,2.268,10,2.905 ,"11,59% ",485 ,"32,16% ",141,109
2020-11-30,Ceuta,176,9,22,0,20 ,"9,90% ",3 ,"17,65% ",1,0
2020-11-30,C. Valenciana,12.964,303,1385,22,1.366 ,"12,23% ",287 ,"28,87% ",104,58
2020-11-30,Extremadura,3.194,87,277,11,300 ,"9,42% ",74 ,"29,37% ",16,19
2020-11-30,Galicia,6.346,224,737,29,450 ,"5,46% ",67 ,"9,25% ",44,23
2020-11-30,Madrid,52.346,194,3.728,9,1.817 ,"11,51% ",352 ,"28,43% ",121,57
2020-11-30,Melilla,302,8,43,3,23 ,"12,85% ",4 ,"28,57% ",2,1
2020-11-30,Murcia,4728,120,641,19,397 ,"9,45% ",88 ,"18,60% ",28,21
2020-11-30,Navarra,4.323,57,355,12,174 ,"8,80% ",35 ,"26,32% ",11,19
2020-11-30,País Vasco,8.686,2,644,3,753 ,"16,59% ",116 ,"29,74% ",45,28
2020-11-30,La Rioja,2.180,38,208,4,131 ,"15,23% ",31 ,"51,67% ",5,2
2020-12-01,Andalucía,20.419,534,1.787,37,2.050 ,"11,89% ",407 ,"24,13% ",152,265
2020-12-01,Aragón,8.932,238,803,20,567 ,"13,68% ",95 ,"40,77% ",58,71
2020-12-01,Asturias,4.352,299,325,13,838 ,"24,14% ",131 ,"38,42% ",62,75
2020-12-01,Baleares,2.510,50,363,7,251 ,"7,42% ",51 ,"17,65% ",19,36
2020-12-01,Canarias,2601,72,489,13,215 ,"4,01% ",42 ,"9,50% ",15,17
2020-12-01,Cantabria,1.034,48,99,1,172 ,"10,71% ",29 ,"23,77% ",20,25
2020-12-01,Castilla La Mancha,13.221,82,820,11,621 ,"12,58% ",108 ,"28,50% ",52,82
2020-12-01,Castilla y León,16.637,287,1215,20,1.226 ,"17,99% ",212 ,"40,38% ",124,157
2020-12-01,Cataluña,27.597,158,2.279,7,2.999 ,"11,86% ",451 ,"30,07% ",205,241
2020-12-01,Ceuta,181,11,21,0,19 ,"9,41% ",2 ,"11,76% ",1,3
2020-12-01,C. Valenciana,13.140,356,1411,29,1.397 ,"12,19% ",305 ,"29,96% ",144,146
2020-12-01,Extremadura,3.212,85,280,13,235 ,"7,45% ",71 ,"29,46% ",12,16
2020-12-01,Galicia,6.378,217,741,26,423 ,"5,13% ",63 ,"8,70% ",45,45
2020-12-01,Madrid,52.449,209,3.733,9,1.842 ,"11,16% ",348 ,"28,48% ",207,175
2020-12-01,Melilla,303,9,43,2,21 ,"11,73% ",4 ,"28,57% ",2,3
2020-12-01,Murcia,4759,132,642,20,364 ,"8,66% ",86 ,"18,18% ",41,46
2020-12-01,Navarra,4.328,53,355,8,171 ,"8,67% ",33 ,"25,58% ",13,10
2020-12-01,País Vasco,8.689,2,646,2,706 ,"15,37% ",110 ,"28,35% ",84,136
2020-12-01,La Rioja,2.201,49,208,4,126 ,"14,65% ",30 ,"50,00% ",6,12
2020-12-02,Andalucía,20.689,486,1.838,35,1.984 ,"11,55% ",389 ,"23,13% ",192,264
2020-12-02,Aragón,8.965,228,810,25,546 ,"13,18% ",92 ,"40,17% ",55,71
2020-12-02,Asturias,4.401,275,329,14,829 ,"23,88% ",134 ,"39,30% ",69,78
2020-12-02,Baleares,2.523,45,364,4,237 ,"7,00% ",48 ,"16,61% ",14,34
2020-12-02,Canarias,2616,73,492,13,219 ,"4,08% ",44 ,"9,95% ",16,17
2020-12-02,Cantabria,1.046,50,100,1,177 ,"11,02% ",31 ,"25,41% ",22,12
2020-12-02,Castilla La Mancha,13.263,85,827,14,611 ,"12,38% ",107 ,"28,23% ",54,65
2020-12-02,Castilla y León,16.717,285,1221,18,1.159 ,"16,60% ",205 ,"36,94% ",114,166
2020-12-02,Cataluña,27.729,164,2.290,8,2.760 ,"10,80% ",455 ,"32,55% ",198,360
2020-12-02,Ceuta,182,13,21,0,20 ,"9,90% ",2 ,"11,76% ",2,1
2020-12-02,C. Valenciana,13.249,353,1428,32,1.363 ,"11,89% ",302 ,"29,61% ",138,125
2020-12-02,Extremadura,3.226,81,281,12,191 ,"6,64% ",30 ,"15,31% ",14,21
2020-12-02,Galicia,6.410,222,742,20,392 ,"4,75% ",55 ,"7,60% ",39,59
2020-12-02,Madrid,52.543,232,3.736,11,1.757 ,"10,61% ",333 ,"27,07% ",186,208
2020-12-02,Melilla,303,7,43,2,17 ,"9,50% ",4 ,"28,57% ",2,5
2020-12-02,Murcia,4780,122,644,22,342 ,"8,18% ",83 ,"17,55% ",29,45
2020-12-02,Navarra,4.335,46,356,6,169 ,"8,39% ",31 ,"24,03% ",18,22
2020-12-02,País Vasco,8.727,2,651,4,684 ,"14,98% ",111 ,"28,98% ",84,111
2020-12-02,La Rioja,2.215,56,214,6,110 ,"12,79% ",29 ,"48,33% ",10,11
2020-12-03,Andalucía,20.938,485,1.864,29,1.872 ,"10,88% ",387 ,"23,01% ",164,254
2020-12-03,Aragón,9.011,226,812,24,540 ,"13,01% ",94 ,"41,05% ",49,45
2020-12-03,Asturias,4.443,260,332,15,767 ,"22,09% ",133 ,"39,00% ",50,86
2020-12-03,Baleares,2.538,42,365,2,223 ,"6,58% ",45 ,"15,57% ",22,27
2020-12-03,Canarias,2632,76,493,13,211 ,"3,93% ",44 ,"9,95% ",12,11
2020-12-03,Cantabria,1.054,46,101,0,183 ,"11,39% ",32 ,"26,23% ",22,15
2020-12-03,Castilla La Mancha,13.319,113,828,12,612 ,"12,49% ",104 ,"27,44% ",50,54
2020-12-03,Castilla y León,16.801,300,1226,21,1.112 ,"15,95% ",202 ,"36,66% ",107,129
2020-12-03,Cataluña,27.863,156,2.298,6,2.648 ,"10,37% ",436 ,"32,11% ",196,299
